n,selectsort,mergesort,quicksort
4900,7574124,280688,910657
4901,7294630,236603,779013
4902,7839556,236986,795198
4903,7752547,280427,933826
4904,8653845,274135,948997
4905,9039464,292005,916055
4906,8889406,313961,1063772
4907,8802170,320255,1019766
4908,8385668,311134,1002903
4909,7399541,243627,805591
4910,7743960,243244,801821
4911,7929230,283095,939874
4912,8049813,237375,780636
4913,7762278,237501,897582
4914,7712523,237346,859461
4915,9017711,320278,1082035
4916,7687954,263271,880340
4917,8429451,274417,877069
4918,9025679,322514,957901
4919,9319919,274276,903742
4920,8975402,258958,850133
4921,7946193,244356,847548
4922,8378495,288692,917762
4923,7236352,244662,804684
4924,8070743,274683,904784
4925,7688039,253123,832357
4926,8183578,256694,836660
4927,7937157,267523,864201
4928,8311303,272347,839609
4929,8133034,251494,829023
4930,8039266,358691,949727
4931,8308239,263134,858504
4932,7848258,267291,886856
4933,9012101,349309,1101450
4934,8072069,270459,982905
4935,8107768,294099,1089353
4936,8575808,298420,926389
4937,8095259,285543,1023148
4938,8881882,319411,1047613
4939,7624392,252763,828932
4940,7737771,275598,911910
4941,8795381,304949,1010897
4942,8954901,274100,864211
4943,8606845,328378,1014399
4944,8011694,239883,840597
4945,8286307,308953,1024142
4946,7856036,351678,784758
4947,7789632,277435,935854
4948,8299145,296348,936549
4949,8436216,295299,987053
4950,7782656,295337,868144
4951,8638871,251176,812825
4952,8300694,296382,1025816
4953,9244383,280158,868619
4954,9084541,307156,1002913
4955,8749874,269484,893458
4956,8377332,267105,813024
4957,8240135,249396,810634
4958,8409979,288483,943837
4959,8575817,263064,863716
4960,8514892,279371,920851
4961,8108131,247776,809657
4962,7666715,247924,804070
4963,8480660,279202,944596
4964,8468465,295631,956735
4965,7751566,241125,787783
4966,7771735,271201,914086
4967,8977108,316127,1009803
4968,8076460,256609,925940
4969,8406005,308094,1015602
4970,9537385,298164,911389
4971,7524933,243687,792156
4972,7695375,256955,950902
4973,8024155,263034,892145
4974,7899369,279792,932490
4975,8244575,250500,817860
4976,8353110,298033,974446
4977,7751264,249371,812699
4978,8550237,321749,1061463
4979,8171644,263442,918954
4980,9546828,309091,1032771
4981,9429658,308845,1068095
4982,8600628,252047,835466
4983,7728918,294440,949916
4984,8605145,303033,1005870
4985,8416486,251741,925802
4986,8092220,245194,997739
4987,8002674,266478,844984
4988,7540553,242373,791401
4989,7831694,242660,962550
4990,7909807,288876,977046
4991,7477794,242649,799364
4992,7729035,249488,815789
4993,7761168,287983,1018436
4994,8438021,257753,860759
4995,8728796,322073,1092812
4996,7768148,280749,838954
4997,8057301,252078,825611
4998,8290259,281494,935575
4999,7915244,253353,815378
5000,8461290,261309,938381
5001,7696038,273225,872469
5002,7253321,257451,905814
5003,7934576,257665,875594
5004,8527370,302014,990335
5005,8082991,282576,927170
5006,9075143,304291,929469
5007,9013118,278578,916646
5008,8725679,303750,1014053
5009,8334826,244929,798133
5010,8466003,364547,895278
5011,8246146,258302,866913
5012,9935432,305686,934661
5013,7985832,292682,904877
5014,8612825,274335,881642
5015,8721995,301962,934617
5016,7960531,309133,873210
5017,7957582,245891,941162
5018,7904656,253167,860865
5019,16457755,368476,1110205
5020,8394733,318941,956261
5021,7911544,258007,867974
5022,8864760,325860,1055382
5023,7920414,254904,863879
5024,8021899,253320,883318
5025,7860000,246168,797260
5026,7962045,267890,896421
5027,7832565,262496,868708
5028,8038671,363535,969143
5029,8300630,293821,934113
5030,8533584,303738,984846
5031,9527777,315371,1166308
5032,8928484,319166,1025202
5033,8577599,319001,1028736
5034,8710982,253743,896285
5035,7757601,266934,821875
5036,8005717,246873,799310
5037,8399731,340292,818655
5038,7706077,246571,799409
5039,8063035,246909,976894
5040,8307027,268417,896507
5041,8238854,246820,853313
5042,7916109,253709,824383
5043,7864909,247786,800747
5044,8422775,269109,870698
5045,9308110,317037,1058150
5046,9499874,295404,910656
5047,9001223,300936,868708
5048,8079021,254850,823932
5049,8000047,256533,864252
5050,8775331,277644,900514
5051,8779735,315930,973714
5052,8310406,269603,912764
5053,8595431,291265,899605
5054,8916668,334171,1024929
5055,9636186,334008,1099956
5056,9681611,331218,1078942
5057,9627230,367500,1204867
5058,9075744,258801,818076
5059,9797865,319478,1107777
5060,9857659,341285,1050720
5061,9988953,366153,1027138
5062,9653974,317130,1171847
5063,9780765,317078,1026992
5064,9360426,312164,929866
5065,9901767,279403,909546
5066,9372885,316823,992689
5067,9245540,306588,991416
5068,10686710,337828,1120731
5069,9494913,307649,966181
5070,9339106,296675,956071
5071,8930632,297175,1035316
5072,11655285,449193,1121447
5073,8823952,280384,948772
5074,9837914,330117,1026472
5075,8773432,308227,925375
5076,9171093,309066,995583
5077,9261973,272364,885890
5078,9137092,308699,1015653
5079,9944558,318572,1037058
5080,9531112,308298,1067987
5081,10955324,358974,1125307
5082,9887146,313234,925901
5083,9791913,298169,950350
5084,9440813,327067,954753
5085,9837823,272014,997227
5086,9410095,341598,936548
5087,8803732,313022,985021
5088,9166492,282246,905243
5089,8915927,271867,881724
5090,8879070,280865,898417
5091,9105307,289846,969730
5092,10000777,293005,906678
5093,9525425,322538,1062882
5094,9129218,261309,860475
5095,8104545,251177,1010357
5096,8337659,261887,877641
5097,7952665,286389,831207
5098,8405317,251130,809950
5099,8152127,299669,964519
5100,8661055,312681,975971
5101,7842107,283092,866975
5102,8189759,291571,978180
5103,9817982,321553,1025142
5104,10001886,327144,1017709
5105,9209723,252763,810788
5106,8979836,291744,964280
5107,9413836,266153,859870
5108,9429919,285102,928855
5109,9343945,343803,1025727
5110,9475260,296194,959494
5111,8554298,301915,981689
5112,10052239,294570,946878
5113,9449526,351638,1099346
5114,14738661,339343,1192778
5115,10267268,455060,1006501
5116,9657213,321232,1085987
5117,9712828,314896,991855
5118,10444096,319761,1002469
5119,9241674,278880,908149
5120,10063741,332703,1079876
5121,9328996,406059,1107187
5122,8613031,286835,976357
5123,9092864,308755,987339
5124,9113270,268926,967945
5125,12147827,353717,1173077
5126,11799489,320508,1019777
5127,10625645,294326,1007023
5128,9318947,281498,957720
5129,10565418,371047,1018298
5130,9921221,333766,1003803
5131,8710193,286629,991054
5132,9546394,303731,1002246
5133,12035491,372256,1212665
5134,11963088,316924,1032729
5135,10019552,352042,1261560
5136,9961503,304417,982253
5137,8532283,286049,1075831
5138,9191998,318988,880571
5139,9713798,299220,1033812
5140,9685138,301299,863198
5141,8629312,261834,864254
5142,9454931,297047,931932
5143,9182688,355443,1109573
5144,10259277,351584,1231871
5145,11228160,272283,924681
5146,8931005,278491,898708
5147,9347286,327475,1028938
5148,8910266,296395,998846
5149,9503025,326708,1069805
5150,9351426,377714,1009194
5151,9812976,454182,1063451
5152,10147830,307483,919094
5153,9816590,278705,881823
5154,9880685,350811,1115976
5155,8449911,263037,846224
5156,8045914,256631,820190
5157,8593097,297667,981858
5158,9964232,305452,1013999
5159,9064440,263540,875336
5160,9089856,341310,1075238
5161,8859253,317705,1005038
5162,9361770,264924,847851
5163,8984328,264405,893840
5164,9047180,328429,1138752
5165,9434168,327475,1048683
5166,9042546,256762,831697
5167,8458743,259004,852596
5168,8199061,257978,895983
5169,8814711,279994,898620
5170,8337084,292058,913909
5171,9656993,307469,989652
5172,9908437,332765,976400
5173,8779641,288750,987487
5174,9120366,329364,1030405
5175,8797208,257688,854932
5176,9200398,292820,918487
5177,9685107,343454,1088444
5178,8745686,265866,847178
5179,9169419,318592,1065250
5180,9902366,289642,912648
5181,8908254,257503,1014837
5182,9129606,298231,959149
5183,9260170,280653,898074
5184,8855106,266510,855156
5185,8454500,259850,884572
5186,9222795,273633,968109
5187,8290447,265035,883233
5188,8833488,265372,868494
5189,8158947,258302,826414
5190,8318483,265843,854422
5191,8398854,258125,825956
5192,8593087,259322,1183836
5193,8280023,308809,985424
5194,8593033,348920,962248
5195,9238514,330893,1046392
5196,8641202,276022,889193
5197,9196810,273792,865320
5198,9382595,300416,928382
5199,8788329,268943,896736
5200,8241807,291277,890882
5201,9247202,318175,879735
5202,9249127,293191,932968
5203,8264764,266797,891143
5204,8878752,270556,920567
5205,9666734,332183,1098145
5206,8686042,260315,1207144
5207,8112977,268147,858113
5208,8566782,276483,880959
5209,9205132,267957,854564
5210,8709001,297296,857558
5211,8866342,269718,853353
5212,9482141,302155,951743
5213,9066687,261682,831149
5214,9470102,305790,878492
5215,8207266,284536,952369
5216,8297497,262034,837099
5217,8492132,261059,910966
5218,8834236,342326,910347
5219,8612469,295489,968941
5220,8834003,350372,910342
5221,8922502,351970,1010228
5222,9649618,268923,857539
5223,8722128,288899,1006727
5224,8882807,294443,941210
5225,9341061,333741,1068163
5226,9550944,302880,1020151
5227,8731331,276863,880492
5228,8764418,262739,833680
5229,8573927,293743,934587
5230,8976804,312989,1008942
5231,8384719,262272,833645
5232,9311711,313485,883055
5233,8457177,269960,857487
5234,8381436,271070,863234
5235,9480446,320191,1002386
5236,8385808,274369,863109
5237,8207874,270835,858218
5238,8281285,294668,949774
5239,8535548,270375,890798
5240,9179439,322420,1026964
5241,8975227,270485,858782
5242,9690176,357505,872922
5243,9025532,264673,988893
5244,9357930,322157,1044440
5245,9445191,344072,1068493
5246,8776553,263920,837789
5247,9750080,314417,1074318
5248,9027208,304033,904810
5249,9430556,311554,948096
5250,13223076,385038,1295676
5251,8799100,278278,862932
5252,8759350,340198,1031247
5253,10300116,314615,1000224
5254,9744707,353637,1137640
5255,11025700,350404,1101368
5256,9686740,302541,993489
5257,9396178,336479,1033221
5258,10147763,358032,1188479
5259,11386115,298974,984423
5260,8801557,282091,890296
5261,9300832,302921,949367
5262,9952658,362800,1115582
5263,9327884,290146,951925
5264,9090090,273843,933574
5265,8803855,305973,1016795
5266,9523887,328118,1105508
5267,9728872,306503,996128
5268,9218437,306198,976313
5269,10303519,337708,1096915
5270,10434149,299396,901100
5271,8679194,278453,872009
5272,8431490,273330,862834
5273,9632022,314043,947735
5274,9219381,273725,869790
5275,8468510,267019,845642
5276,8477631,290378,966582
5277,8625405,299496,954952
5278,9252197,328685,1038878
5279,10674063,291493,917111
5280,9919890,438246,1128685
5281,9287176,274266,914617
5282,8994896,302559,1049359
5283,8795920,306985,947183
5284,8815910,268037,1070964
5285,9053250,283795,896819
5286,9303613,308993,963290
5287,8519138,267117,998989
5288,8468630,296406,901428
5289,8347172,275895,935487
5290,8163721,266750,1082183
5291,10584716,331912,1059573
5292,9933485,309482,962023
5293,9485597,277229,911595
5294,9182293,270637,891307
5295,9959671,282489,891196
5296,10572892,345738,1095891
5297,9401092,309464,911928
5298,9479720,310289,932471
5299,9566264,341046,1064187
5300,8891627,316715,975732
5301,9544945,267330,845502
5302,8811531,293487,932259
5303,9445439,310112,1026889
5304,10147971,338559,986934
5305,10456813,412116,1154670
5306,8917611,303105,930127
5307,10252542,443395,1304652
5308,9648690,310008,975733
5309,10827495,367971,1142247
5310,8683304,267752,846808
5311,9793020,326457,934346
5312,9281756,340666,1051477
5313,9308733,297356,933523
5314,9869202,321647,1055594
5315,10489056,336863,983749
5316,8797086,374210,911710
5317,9330444,295004,1039488
5318,10572450,311882,1054826
5319,8894144,269224,882935
5320,9128300,293521,907290
5321,8721993,294109,908709
5322,9087409,276039,899607
5323,9054829,322447,889888
5324,9106520,292249,848169
5325,9994242,292914,925442
5326,10001187,402141,1109893
5327,10314282,359713,1085601
5328,9547014,284371,935971
5329,8599296,284254,882053
5330,9379634,278559,887811
5331,10261693,370204,1149103
5332,9089257,277366,872333
5333,8545088,300887,905533
5334,8787459,271139,877944
5335,9303207,303407,932907
5336,9340165,323407,1017735
5337,9730650,350737,1394649
5338,12423706,334003,1086520
5339,9432717,287942,1004178
5340,10324308,305415,955267
5341,9847064,279278,893506
5342,9583276,279212,894401
5343,9600516,342813,1050737
5344,8803672,292601,1042387
5345,9862179,357419,1112686
5346,10635247,334422,1047994
5347,8993141,317353,923840
5348,8656202,279474,878905
5349,10387887,287080,950057
5350,11128952,382603,1215047
5351,10025718,334968,1050427
5352,11479552,330739,1095372
5353,10406001,423302,1047490
5354,9353198,297729,883079
5355,10600144,324466,1010840
5356,10157394,348171,1067406
5357,9826571,302233,957241
5358,10082328,346975,1087390
5359,11077122,372632,1171110
5360,18438611,401520,1294046
5361,9663720,336477,1120671
5362,9115314,347541,1032357
5363,9205240,288284,968213
5364,9300323,301655,916694
5365,10408981,305293,1002712
5366,9617537,318424,930291
5367,9318649,280111,902665
5368,8775717,272135,855533
5369,9322299,272597,854294
5370,9724780,316556,1060299
5371,10253936,367308,882107
5372,8963722,288148,915143
5373,9247077,298839,901415
5374,9382062,272788,853169
5375,9009631,281172,883878
5376,9786453,316750,1083586
5377,9216631,273233,856115
5378,8778351,273498,854818
5379,9271969,273084,903498
5380,9017083,273101,855601
5381,9270250,290791,907413
5382,9116542,327795,1047476
5383,10318603,315910,1111483
5384,8681381,291158,923998
5385,8910392,282404,948946
5386,10909726,327192,1168916
5387,9885810,339546,1043890
5388,11042934,363999,1274462
5389,9309728,274259,893164
5390,9035200,300708,936238
5391,10472893,350987,1093363
5392,9184477,308811,961705
5393,9207008,328804,1023897
5394,9012089,292486,1030538
5395,9645697,322569,1068861
5396,9090312,305250,939531
5397,10213191,353069,1131146
5398,10649544,328115,969849
5399,11161550,332588,1047507
5400,10299234,328704,1016581
5401,9286756,339071,1024909
5402,10249014,308983,932391
5403,9159726,343578,984372
5404,9165236,308905,1007002
5405,9965114,276894,976742
5406,11296852,375731,1161938
5407,9756013,276185,998207
5408,10108414,341125,1067497
5409,10752027,322046,1030824
5410,9376663,284251,936451
5411,9502967,337323,1040060
5412,9857423,302729,1007924
5413,9295771,314350,943277
5414,10013309,341438,1063620
5415,9534045,335572,916355
5416,9714988,330719,1087873
5417,10845877,329971,1047324
5418,10458623,319762,967898
5419,10640706,284796,912277
5420,9364121,287029,888380
5421,9388817,281581,878115
5422,8918325,289038,913804
5423,9310408,399511,946343
5424,8954654,276896,898032
5425,9892929,293434,909509
5426,9055287,340886,1036594
5427,9146531,320998,999912
5428,11223786,420973,1191005
5429,9981447,370556,1065277
5430,10379283,375679,1059656
5431,9410612,285387,889006
5432,9803919,324194,1009790
5433,9006367,285250,889315
5434,9279171,286417,891867
5435,9320912,285122,917024
5436,9315224,311942,936448
5437,9309171,292990,865008
5438,8827542,286044,889303
5439,9912599,351748,1060031
5440,12902036,343036,1061926
5441,9899836,345158,1032810
5442,9445138,287115,915556
5443,9799522,287129,921250
5444,9405836,355008,1074941
5445,10685760,410559,1008096
5446,11106826,367520,1154888
5447,9578207,286202,932854
5448,9427961,319668,867149
5449,9359397,332525,1088736
5450,9915711,480041,1053311
5451,9970005,327767,1012567
5452,10346831,312861,976246
5453,9696746,322616,1039915
5454,10014532,296103,944811
5455,10136760,308874,893169
5456,9521810,304105,998075
5457,10030812,368232,1148508
5458,11157721,370244,1152029
5459,9488854,279310,872172
5460,9312436,299237,920224
5461,9147089,279904,1010310
5462,10258275,344568,1096368
5463,12312605,350458,1238898
5464,10648868,306336,946100
5465,10170284,296094,952772
5466,10547605,357924,1198381
5467,11520385,334188,1029686
5468,9482055,280014,932841
5469,9288453,280246,906892
5470,9161414,280831,870894
5471,9109422,288421,894920
5472,13056618,498330,1504158
5473,11914322,346358,1112271
5474,10611501,327071,967836
5475,10158767,356332,1078526
5476,10948839,305955,969279
5477,9997553,339183,933514
5478,10553610,349300,1022453
5479,9260941,305888,928455
5480,10807901,390416,1115282
5481,9998560,370975,1112866
5482,10726235,364448,1123292
5483,10207348,343142,1081419
5484,10225711,307308,1036647
5485,9640783,300404,1003211
5486,9387242,335580,1055752
5487,9716246,348868,949642
5488,9262273,298000,941990
5489,10357778,316586,979277
5490,9138371,281752,875596
5491,9107880,281666,1018115
5492,9288071,281851,874400
5493,9280931,332624,1033750
5494,10058732,307619,1012617
5495,9933403,290557,899348
5496,10135478,301058,909237
5497,9382896,290791,901988
5498,9697509,340287,1063661
5499,10288443,348740,1085168
5500,9595422,333161,990178
5501,9107134,282220,876097
5502,9481246,282574,895777
5503,11183039,360235,1163704
5504,9132940,282597,1060084
5505,10870318,327700,1001595
5506,10150188,316935,1005801
5507,9634095,308176,936073
5508,9435929,304064,1120384
5509,9206685,291006,923028
5510,9154363,292764,917916
5511,10572938,363032,1028801
5512,10452478,375261,1246204
5513,11737798,291763,904023
5514,9816510,328810,1012386
5515,10150885,293775,905258
5516,9052634,293322,972678
5517,10350213,351839,1187745
5518,11088705,319328,1016094
5519,10067972,344360,1175918
5520,11354217,367482,1025164
5521,9465303,292487,937167
5522,9814008,292731,906603
5523,9872674,339912,1090324
5524,9360363,302511,881138
5525,9661778,284855,880361
5526,10176796,334289,1008762
5527,9762239,302843,934944
5528,9804348,320532,987503
5529,10315101,388356,1095501
5530,10756067,402006,1135803
5531,9630615,332318,1021081
5532,9702582,322210,1039876
5533,9849104,295957,909431
5534,10243182,312072,973536
5535,10545717,336548,1009908
5536,9549758,343446,1164487
5537,10425560,303452,910000
5538,11490117,388177,1174519
5539,10927007,286645,883343
5540,9737697,342213,885684
5541,10699154,379208,1180748
5542,9800470,349975,1054137
5543,10021262,298763,899808
5544,9716919,294201,929379
5545,9967116,447753,984585
5546,9742379,342114,1095700
5547,10884604,353634,1128575
5548,9718503,286370,921930
5549,9567968,294753,912678
5550,10016319,366134,1122775
5551,9554868,287528,1261007
5552,9439032,312820,1029821
5553,9800896,338745,901995
5554,9302780,295109,935909
5555,9983146,345866,1130067
5556,11068972,415567,1206857
5557,11248481,312803,940404
5558,9380742,307381,912647
5559,10730740,367861,1095065
5560,10134608,328066,997225
5561,11109691,313595,987950
5562,10719214,367286,1185178
5563,9811210,298909,915639
5564,11128397,355249,1086602
5565,10510787,342950,1025783
5566,11420317,343376,1057342
5567,9908540,343336,1101796
5568,10261562,304043,940835
5569,9863764,295667,911491
5570,9956978,329531,966058
5571,11355892,384818,1135972
5572,11520397,306279,1071814
5573,9444731,325485,987297
5574,9518142,296381,936992
5575,11311255,340951,1064706
5576,16365673,426474,1400295
5577,9787206,363232,917216
5578,10042563,289611,892830
5579,10128966,334914,1135840
5580,9547138,346726,1146653
5581,10048082,314668,928144
5582,9789022,325159,1055662
5583,10287002,297926,933511
5584,9512257,289696,934943
5585,10997156,346324,1024495
5586,10461734,363075,992639
5587,10417525,357951,1103966
5588,10118824,342398,1040028
5589,9439150,298086,912484
5590,10161009,293325,934155
5591,9701304,289704,890274
5592,9525432,323166,1034056
5593,10047269,327389,1002265
5594,11037903,346345,1154435
5595,10876828,336502,1078583
5596,10419121,300100,990851
5597,11228369,358623,1074318
5598,9953402,325508,1038038
5599,11550108,393295,1121207
5600,9789305,291027,995904
5601,9669360,307435,936624
5602,9575890,327511,997127
5603,10645451,290004,980134
5604,10456453,330473,945820
5605,11047816,326247,1001943
5606,10169464,422307,1161723
5607,9776472,299969,939786
5608,10587929,307631,949010
5609,10026443,308679,972662
5610,10510216,371667,1138877
5611,9580884,298709,1026413
5612,9896861,302274,929577
5613,10990207,371592,1139640
5614,10771730,358855,1105665
5615,11711582,334579,1034325
5616,11438652,361478,1151547
5617,10530817,327208,988865
5618,10605462,299833,956579
5619,10370017,321036,1071190
5620,10891683,372902,1054141
5621,10572531,337179,1013925
5622,10335614,324451,997614
5623,11530559,395739,1142375
5624,11367300,318439,975607
5625,11500971,372889,1201025
5626,12134405,326778,1027541
5627,11446592,373627,1397020
5628,11571992,333610,986519
5629,9709518,301024,929988
5630,9930637,354838,1113473
5631,9478461,341802,953422
5632,10334688,292187,1048954
5633,9593525,300184,946613
5634,9926268,292152,943230
5635,9826950,347238,1040344
5636,11778984,348972,1102795
5637,10555746,349316,1071215
5638,10398977,344243,1036001
5639,9965316,343213,956798
5640,10505369,349594,1113799
5641,10528731,309816,953993
5642,9913059,293032,897809
5643,10156565,293934,976554
5644,10154498,373164,1075470
5645,9738411,296415,907842
5646,10200581,351204,1075225
5647,10133731,322282,979291
5648,10451968,370072,1166923
5649,9745806,331462,986608
5650,9803236,373848,1075967
5651,11300759,337193,972394
5652,10720661,294169,1043142
5653,9409566,293992,901197
5654,9770436,315092,937775
5655,10392915,362872,1093368
5656,10147831,341433,1045263
5657,9734554,294657,1018573
5658,11741813,343484,970720
5659,11972523,377066,1149443
5660,11808766,352369,1043635
5661,10072337,356480,1050617
5662,9839379,311089,958344
5663,10126705,306329,951404
5664,9889778,330260,902019
5665,9768083,306204,928948
5666,9602144,295356,906462
5667,9579080,295742,903761
5668,10476414,333028,995879
5669,11625504,335933,1015515
5670,12329933,378972,1110756
5671,10459616,296324,1132153
5672,10349500,295863,1054624
5673,10233911,303954,933497
5674,11859251,365110,1156276
5675,10841191,346504,1054046
5676,10210609,350406,1044922
5677,10651625,391395,1115113
5678,10245078,305149,931210
5679,10935826,349848,1097383
5680,10884375,326361,1021913
5681,14026335,390289,1168111
5682,12184888,413120,1182125
5683,10698734,329174,966516
5684,9893273,297259,906539
5685,10535586,365872,1105008
5686,10547768,296880,1058995
5687,11173748,334728,971225
5688,10162792,304939,961230
5689,11703653,366718,1326900
5690,11932464,368325,1033577
5691,11347252,327283,1089790
5692,10957800,297297,961121
5693,10393531,300874,955684
5694,10378987,334089,1016901
5695,10503791,305626,957115
5696,10575415,367350,1117449
5697,9900548,316471,946797
5698,11100044,379388,1157491
5699,10127335,306781,932810
5700,11931368,368424,1052187
5701,10710792,376035,1121365
5702,10371008,314834,1006727
5703,10641904,381143,1077041
5704,10139395,310144,950234
5705,9985689,384594,1018559
5706,10387510,299727,909434
5707,9943569,307110,964537
5708,10679347,344759,1056907
5709,10487719,326796,997621
5710,10511486,335863,1022683
5711,10461128,341744,1037807
5712,10316049,307618,1035528
5713,11592852,383112,1086526
5714,9951631,341567,1054246
5715,11231995,336551,1011601
5716,11869641,388219,1184491
5717,10632580,335939,986313
5718,9932525,330073,992779
5719,10245217,300399,913668
5720,9719361,319311,954026
5721,10310616,358232,1106698
5722,10249583,309242,971319
5723,10965497,410221,1154646
5724,10457808,310244,966905
5725,11557951,393201,1173666
5726,10889999,319903,1009927
5727,11995727,388639,1115908
5728,10093776,302005,952787
5729,9872053,319441,1010350
5730,11190146,310736,1068274
5731,10421205,320551,1027131
5732,10793041,344182,1021397
5733,11348334,311126,977385
5734,10774999,318983,1028077
5735,11648526,349733,1053177
5736,10540111,302156,1096243
5737,10649726,348391,1078282
5738,10722690,312253,1013993
5739,10673779,360269,1100651
5740,10128286,301814,956660
5741,10100796,311906,983507
5742,10002130,318513,1107931
5743,11286461,652885,1105457
5744,11786908,399248,1193617
5745,11756183,382029,1109973
5746,10956369,392247,1145066
5747,11605102,331034,998001
5748,11158388,393270,1164048
5749,10947499,368162,1091296
5750,10033270,304170,918844
5751,9914803,363548,1090224
5752,10502174,310431,1018137
5753,11202467,361619,1232147
5754,11962922,348272,1034325
5755,11646663,442567,1144195
5756,12229955,387359,1273694
5757,10832628,374176,1032072
5758,10221617,311417,942320
5759,10442477,311847,958664
5760,12223215,385284,1066069
5761,12694688,427376,1299915
5762,10799364,303465,962062
5763,10741358,340713,1032353
5764,11360970,354769,1144043
5765,10603059,354454,950815
5766,11636192,376591,1188632
5767,12894322,375760,1178674
5768,12859904,403035,1282913
5769,10210376,314534,957681
5770,11690749,351291,1134523
5771,11739869,391934,1216040
5772,11837796,410256,1180380
5773,12080304,362851,1077481
5774,12499706,385629,1272968
5775,11971145,367854,1127207
5776,10429586,356569,1166942
5777,10824553,361611,1098025
5778,10763530,330888,1014163
5779,10391422,352114,1064664
5780,11055317,376349,1231310
5781,17241382,378974,1119607
5782,11918183,316313,994743
5783,10328682,305530,922258
5784,11297919,343579,1161223
5785,10663194,323303,1084068
5786,10529524,339255,1063226
5787,10934811,346521,1060270
5788,11968809,324453,975823
5789,11162544,324352,954584
5790,10437764,306485,922598
5791,10605879,406873,1775772
5792,10075877,305638,922666
5793,10402261,315303,946148
5794,12060900,368408,1209515
5795,10935747,351605,1006673
5796,12746332,367774,1145667
5797,10893255,315390,950514
5798,11192555,309810,1063004
5799,10994532,316052,951119
5800,10450588,306873,1071815
5801,11928111,407435,1218120
5802,12361296,346041,1019260
5803,10277565,323214,925889
5804,10561482,310910,1131100
5805,11193232,366496,1125365
5806,12545299,343800,1028667
5807,11665894,400778,1173096
5808,10395523,315846,959424
5809,12140024,403948,1144513
5810,10746565,340770,1255311
5811,11217782,355714,992178
5812,11473311,409389,1193469
5813,11465590,381747,1152588
5814,13715898,378365,1154303
5815,10849279,354742,1083782
5816,10831905,355666,1066317
5817,10433169,342211,1128346
5818,10640588,315662,969739
5819,10657816,359297,1032202
5820,11061487,315932,959387
5821,10459848,307857,926711
5822,10574952,326257,980714
5823,10295644,306843,925649
5824,10850650,307136,1035392
5825,11342160,308057,969059
5826,10289552,331709,1035130
5827,12327060,413105,1203598
5828,12199641,327339,1040706
5829,10552323,328143,1014978
5830,10231068,342178,1068844
5831,11117939,312131,927978
5832,11145902,309933,962422
5833,10369332,308140,1008818
5834,10520940,345788,1008818
5835,10565694,345588,1078384
5836,11458873,333508,1018540
5837,11830031,358111,1150316
5838,11030794,327140,1110971
5839,10656671,371453,969028
5840,11176925,309401,1233991
5841,11322627,356782,1177369
5842,11100147,346480,1018746
5843,11615438,394145,1233578
5844,11631950,339480,1002874
5845,10532640,361150,1094793
5846,11339467,359627,1043578
5847,10279178,310153,966566
5848,10666615,334904,1016952
5849,10524890,310260,931476
5850,10562347,318083,986521
5851,10498700,318419,957803
5852,11664363,371304,1152346
5853,12945856,382706,1110079
5854,11005453,328069,973627
5855,12143803,402313,1250729
5856,11103181,340305,1066416
5857,10915611,318915,966828
5858,11219530,348073,1017307
5859,12292108,430276,1289438
5860,14924189,426579,1227553
5861,12814224,397097,1195941
5862,10531502,338652,1014737
5863,11228771,320136,980211
5864,10853103,320565,959686
5865,11156196,331426,960764
5866,11778734,384703,1159842
5867,11601242,389536,1051924
5868,11526286,398257,1125662
5869,11939526,383591,1108579
5870,12845162,431336,1158445
5871,10720639,320409,1054751
5872,10268428,321160,961056
5873,12137582,381670,1127296
5874,12941256,360105,1078465
5875,11012425,330477,1065816
5876,11103084,345255,968795
5877,11526585,350572,1115543
5878,12019574,330118,986890
5879,18930221,435721,1501443
5880,11817992,344500,962632
5881,12190411,398727,1119080
5882,10474275,312237,936900
5883,11758357,388386,1087211
5884,10594047,320242,961868
5885,12123215,415960,1199828
5886,12323867,372686,1104605
5887,13263389,500587,1286577
5888,11332375,391450,969894
5889,11055227,345426,1027499
5890,13800910,414564,1228600
5891,12936076,421192,1165140
5892,12149021,341043,1034415
5893,11153129,321606,972384
5894,11166379,369210,1039115
5895,12288327,411800,1255253
5896,13584990,413846,1242574
5897,13233000,361974,1093989
5898,11782126,357671,1025460
5899,11487323,322674,965082
5900,10912209,355629,1059335
5901,11930736,331460,984398
5902,11809304,374611,1120781
5903,10687887,323613,1132418
5904,11178190,349323,989003
5905,10666241,329024,940351
5906,11438083,368402,1104455
5907,11014035,368415,1152217
5908,12077711,407940,1113408
5909,10815851,364074,1129607
5910,12914241,425456,1201075
5911,13229566,416180,1249481
5912,13399240,432392,1299730
5913,10550479,352653,1035820
5914,10735955,343119,1025528
5915,10751482,368433,1114857
5916,13359897,357624,1123044
5917,12130154,338275,1095998
5918,12223051,339574,1118851
5919,11741679,402778,1200783
5920,12023392,363083,1168860
5921,11110499,376944,1136259
5922,11322018,324865,973452
5923,11202434,346056,1018887
5924,10649091,366507,1113793
5925,12474313,402888,1222278
5926,12258934,357683,1041695
5927,11609244,365109,1051055
5928,11401536,380164,958077
5929,12715733,404230,1268667
5930,11857460,343867,1067434
5931,11682736,324473,971125
5932,11324629,395187,1161354
5933,10871655,316554,945690
5934,11401755,362809,945336
5935,11624384,377412,1128896
5936,14165078,419616,1273952
5937,13396423,355959,1065876
